focal_depth,latitude,longitude
62,-6.55,155
60,-7.89,107.55
36,46.76,153.63
54,-11.21,118.43
33,-11.16,118.41
39,-10.94,118.4
33,-10.89,119.17
33,-11.1,119.09
51,-10.88,119.26
33,-59.54,-20.59
4,-8.1,125.38
11,17.46,119.8
74,-11.04,119.17
59,-13.74,166.74
24,51.31,177.91
0,50.05,78.93
4,34.95,23.05
43,11.8,143.12
26,-1.92,126.64
34,-11.29,118.1
29,-9.99,117.29
24,-25.87,-175.37
33,-15.78,-173.01
33,-27.93,173.13
592,-27.96,-62.82
103,-6.21,146.66
33,-11.48,118.21
95,-10.2,161.16
4,-31.04,-67.76
33,-31.02,-67.51
0,-21.86,-138.94
26,-31.37,-67.79
17,-31.44,-67.44
0,49.93,78.89
64,-5.01,145.1
22,3.52,95.91
21,-31.24,-67.9
42,25.54,143.25
10,16.54,40.32
86,-5.13,151.79
125,-15.37,-71.71
19,18.79,121.91
50,44.56,149.58
24,34.8,139.22
20,-31.25,-68
112,-34.29,-70.38
46,-4.2,123.37
64,-5.39,151.73
81,-26,-177.24
80,-0.07,124.1
34,-30.63,-177.6
99,-8.7,124
60,38.83,142.03
537,-4.94,125.25
517,-4.88,125.35
49,29.33,130.53
33,-26.6,-114.59
75,-4.66,153.06
436,31.93,137.62
441,31.99,137.61
278,26.45,140.76
47,-22.91,-175.3
60,43.86,148.84
53,43.99,148.91
36,44.22,148.87
45,44.09,148.68
56,44.27,148.9
82,44.7,148.17
48,44.41,149.58
48,44.3,149.6
28,29.68,-67.45
62,44.11,148.62
34,42.84,78.6
70,-8.62,125.07
33,-27.97,-70.3
97,-19.63,169.1
62,-4.94,133.99
51,10.06,-77.89
2,44.38,149.42
59,-11.39,116.68
12,-9.43,148.94
10,56.52,-152.61
118,5.14,127.44
230,36.64,71.26
37,4.69,124.61
54,-5.92,103.92
49,-9.88,160.5
70,-37.84,176.73
182,-14.6,167.31
43,-0.74,127.33
160,31.07,130.1
28,51.24,-179.25
30,24.29,142.7
22,-1.05,146.48
33,40.4,63.66
0,49.88,78.81
48,38.23,142.02
39,38.38,142.41
29,8.28,122.43
41,8.24,122.36
153,7.85,126.38
0,-17.06,-172.28
3,40.78,23.24
380,48.27,148.66
37,-5.05,102.38
0,-5.07,102.33
25,-15.27,-175.45
27,-18.27,167.99
0,49.84,78.92
43,0.55,126.24
11,52.26,-168.84
305,-14.95,-175.81
45,-4.2,152.84
34,22.19,121.42
37,-20.64,172.57
49,-26.52,-70.66
16,-0.14,131.79
0,73.31,54.7
57,-59.8,-26.33
39,-30.62,-178.07
8,-47.53,32.26
0,49.98,79.02
37,-7.53,156.5
116,24.81,121.87
215,-13.35,167.13
44,-30.57,-178.06
0,49.91,78.94
48,48.21,154.33
34,33.37,57.44
217,-13.94,167.18
138,-14.92,167.14
50,39.4,74.76
50,33.47,140.95
0,47.81,48.09
61,-5.45,152.02
7,39.34,72.56
37,37.71,48.95
42,-11.21,162.13
39,-11.14,162.16
27,47.79,146.54
63,-10.92,162.16
0,49.93,78.77
23,16.07,-96.55
0,-21.85,-139
85,-10.22,161.48
118,44.55,146.67
465,-7.08,117.95
36,7.33,123.4
40,0.55,126.06
0,47.78,48.14
7,-8.27,121.38
47,23.17,122
10,33.96,59.53
0,47.87,48.06
38,-30.02,-177.47
45,17.53,-100.79
35,-18.52,168.15
12,54.8,-161.29
54,0.02,126.01
114,5.23,127.36
149,6.01,126.01
135,-15.57,167.57
48,-13.61,166.66
42,-16.52,-72.6
46,40.22,143.55
17,60.73,-141.55
4,1.02,120.4
3,17.76,-101.3
75,18.02,-69.03
24,41.95,83.38
38,3.02,127.01
4,42.05,19.05
545,5.66,123.59
108,-0.05,123.03
596,-20.82,-178.67
30,9.3,125.57
77,-21.22,169.72
123,-6.38,105.93
256,19,145.42
51,-22.95,-69.09
598,24.13,142.41
27,0.66,126.08
55,56.65,-156.72
209,-15.44,-70.05
46,52.68,-166.97
111,36.45,31.72
54,-24.6,-70.18
40,-8.32,115.92
6,-30.73,117.21
31,8.14,-38.12
109,-56.02,-27.98
87,-6.55,147.28
15,38.79,26.57
108,17.04,-94.61
9,49.88,78.92
190,-5,145.58
30,-19.86,-173.04
0,7.11,-82.31
62,43.88,146.72
51,-32.16,-71.4
0,50.05,79.06
74,33.87,131.91
32,-11.16,107.72
0,-21.86,-139
0,49.86,78.94
204,-22.86,-177.47
56,34.57,140.37
73,-4.86,153.5
566,41.85,130.87
0,49.93,78.98
231,36.48,70.15
43,8.95,-83.49
13,10.72,-41.68
43,19.05,122.12
56,53.97,-165.22
33,-1.71,136.05
28,-1.18,136.49
28,53.64,169.74
50,3.48,128.06
6,42.8,13.04
38,52.23,174
3,-60.57,-50.35
46,45.09,76.96
54,-19.09,168.71
35,-2.84,119.57
10,1.16,94.2
69,-7.17,106.1
33,-46.54,165.91
601,18.49,145.39
24,-1.18,136.59
60,51.82,177.12
0,73.34,54.73
37,-8.4,115.83
26,0.66,126
17,-10.68,161.35
33,-10.58,161.75
0,47.79,48.11
0,49.96,79.07
25,-1.2,136.61
71,-13.4,166.7
94,-7.76,108.18
92,17.89,-68.61
24,-9.5,159.26
62,-13.32,166.69
50,-4.43,102
32,-23.61,-174.85
3,34.03,59.81
36,-16.73,179.99
19,-1.94,134.17
115,5.89,125.33
120,-31.34,-178.72
105,4.81,-76.2
1,-18.93,-176.52
9,34.08,59.8
0,49.88,78.84
0,34.14,59.92
126,28.95,140.94
28,1.62,-79.34
30,-3.41,102.58
0,49.92,78.8
56,3.56,126.86
33,-4.69,-105.74
64,1,126.02
0,38.75,-27.75
72,6,126.13
42,51.31,-178.5
36,-17.62,-171.16
45,-7.89,156.24
0,-54.21,158.78
62,-4.7,153.17
74,36.47,76.86
54,44.51,149.55
54,-10.68,161.66
49,43.47,146.59
35,43.14,146.88
2,43.22,146.9
52,-6.02,150.12
55,-6.04,150.01
112,6.33,126.9
36,-22.67,171.42
25,52.94,-167.7
33,52.78,-167.8
0,23.86,-45.57
494,-4.63,154.89
46,16.09,121.94
66,9,126.27
102,-23.53,-177.27
33,-10.87,164.22
75,-8.05,108.79
38,51.21,173.62
57,34.5,140.42
38,-14.52,167.93
62,-6.03,154.56
70,-5.96,154.43
0,37.59,-118.8
73,-19.42,-69.33
55,-18.61,-174.7
168,-7.37,128.58
56,-5.19,152.19
37,-15.25,-173.53
29,9.5,126.6
16,-30.18,-177.91
0,-58.07,-10.68
59,-5.24,151.71
19,34.81,139.29
185,6.63,125.77
29,-12.49,166.37
48,39.29,22.91
55,-29.32,-177.24
88,-4.45,143.53
97,-29,-69.69
0,-21.86,-139
588,-17.89,-178.6
76,-12.3,166.5
131,-20.3,169.61
53,-13.09,166.34
23,29.63,81.09
9,15.93,-88.52
39,-15.22,-173.52
0,49.94,78.86
69,35.53,140.15
52,-3.25,142.33
128,-15.09,167.31
64,-6.3,154.81
44,-5.34,103.12
0,36.16,1.4
3,36.25,1.61
0,49.94,79.1
117,-6.11,145.54
74,-6.22,154.85
46,-21.95,170.09
65,18.22,-98.2
32,-22.3,170.39
60,11.78,125.5
37,-22.25,169.55
5,41.15,-124.3
0,-51.49,28.98
33,19.57,-69.58
1,27.4,88.8
0,40.86,15.33
221,-19.44,-175.83
77,-21.35,-68.1
0,49.87,78.97
30,-17.59,-172.31
84,-21.4,169.87
0,49.44,-129.57
31,-21.25,-174.41
82,30.63,140.85
33,-16.29,178.2
0,50.01,79.03
45,45.98,151.47
229,29.28,128.1
27,-61.11,-55.54
38,38.61,142.91
49,38.71,142.75
24,-4.56,139.28
35,38.28,142.71
110,42.48,142.15
30,38.18,142.87
10,-29.68,60.83
22,51.82,176.15
6,53.02,162.41
23,44.61,149.38
41,-22.11,174.76
79,-6.04,148.77
18,38.23,22.97
59,-13.77,166.5
32,38.24,23.26
33,3.93,-85.88
53,18.82,-103.95
228,-5.43,146.76
109,-19.52,-69.01
45,3.43,128.01
544,-27.28,-63.27
22,45.59,152.24
0,14.23,119.13
28,37.28,142.28
0,49.87,78.9
45,-13.4,166.44
522,-23.7,179.99
49,43.23,149.94
217,36.41,71.15
36,-1.96,-80.99
223,42.65,139.2
75,-5.14,154.74
140,5.82,126.98
0,-48.55,164.7
139,-14.75,167.28
81,-5.68,151.47
0,-49.13,164.63
10,-36,-17.08
54,44.66,148.92
316,16.57,145.48
31,29.89,57.72
114,-22.29,171.65
140,-15.44,167.48
11,29.99,57.77
41,-21.61,169.66
76,-5.18,151.75
67,-2.76,139.18
102,-22.09,170.9
3,48.71,157.37
33,-22.89,-175.82
74,-5.32,151.52
20,-15.08,-173.12
21,43.53,147.04
37,-21.5,169.61
18,30.66,141.78
30,35.68,73.6
0,49.89,78.98
10,24.84,-46.29
172,18.34,-68.86
101,-6.39,130.72
45,-22.22,170.48
23,-30.18,-177.96
274,-29.41,-179.03
10,-4.76,-112.01
0,73.32,54.55
12,-33.82,-179.44
15,50.72,160.4
18,-4.52,146.2
38,-9.42,159.34
606,-20.7,-178.65
62,-6.43,154.88
31,-11.4,66.3
62,-9.98,162.06
53,40.3,142.33
18,-33.15,-73.1
189,-7.11,129.06
0,49.88,78.89
28,18.18,-102.01
10,-31.38,-110.79
10,43.56,-127.7
21,-20.01,-174.23
15,-3.52,143.86
57,-32.17,-71.43
7,-2.3,22.83
39,18.75,120.86
38,42.98,146.2
594,-20.81,-178.87
43,-37.23,179.81
35,-6.14,152.03
10,23.96,125.92
64,-6.39,154.92
90,-56.4,-26.54
10,39.22,25.25
20,-30.01,-177.63
8,-30.03,-177.73
0,49.9,78.86
0,-2.11,139.79
30,26.84,142.74
607,18,145.67
192,-23.1,-177.27
177,-12.11,166.67
36,-3.41,177.55
10,46.99,-66.65
38,13.85,124.32
36,14.01,124.37
10,13.15,-87.56
23,-9.53,152.21
21,-9.55,152.21
10,39.96,24.39
25,31.68,82.28
62,53.26,-165.65
65,16.73,-61.44
200,-22.69,-66.62
34,-10.89,166.01
46,33.67,141.17
117,22.33,143.59
12,-25.19,-175.55
105,-56.05,-27.37
33,-9.52,118.35
27,42.23,142.46
196,-18.54,-175.12
10,-52.89,-46.98
36,-31.55,-178.6
85,-12.74,-76.04
55,-6.41,147.65
199,0.09,123.31
86,-15.86,-172.97
43,19.89,120.54
42,-28.21,-114.06
9,19.9,120.49
0,49.87,78.92
101,-0.61,123.28
10,-60.75,-20.95
26,-20.24,168.2
15,-3.36,177.4
40,48.82,154.93
46,55.07,165.4
22,7.79,135.76
47,38.76,142.22
44,-41.41,-74.97
33,-18.11,-172.51
56,51.57,-177.37
19,16.51,-98.25
20,16.58,-98.34
80,-5.66,150.99
125,-17.61,-174.45
59,-4.7,103.04
83,13.29,-89.39
449,-7.33,126.08
10,-55.42,160.23
45,44.56,151.03
51,51.39,-179.94
0,49.97,78.86
554,27.9,137.04
10,-51.15,160.64
37,36.36,141.63
18,51.76,176.08
43,13.81,146.36
28,-12.59,166.11
55,-11.16,115.42
58,-4.34,153.12
106,-5.05,143.96
1,33.71,22.94
10,6.75,-82.72
43,36.4,141.44
52,-2.71,-79.88
42,43.85,148.32
42,-15.36,-173.09
45,-25.55,-176.24
179,29.4,140.43
153,-14.53,-70.8
543,-23.45,-179.87
42,-24.39,-176.65
40,-15.61,168.01
511,-7.17,125.81
96,-6.61,101.7
190,-1.73,-76.73
14,-10.61,-74.69
34,-3.72,140
0,49.89,78.86
103,-9.87,161.18
38,-9.28,158.21
18,14.67,44.23
35,36.13,68.98
88,24.56,122.53
40,-24.15,-175.97
49,-57.44,-25.77
20,33.9,139.45
13,19.93,121.34
55,-15.43,-173.3
228,-5.45,147.05
14,38.07,20.25
55,-57.98,-24.35
50,16.14,-95.25
81,12.91,93.59
208,-30.44,-179.3
40,-29.69,-177.73
41,10.54,140.96
46,55.03,-159.19
37,54.99,-159.24
569,8.73,124.03
68,5.6,126.3
103,-18.65,-69.38
48,49.23,155.56
26,44.06,148.09
29,-3.49,177.64
21,43.76,147.45
72,-6.99,147.39
25,-4.05,127.9
26,-4.07,127.9
94,-4.89,153.57
74,-4.67,153.25
83,-21.59,-175.32
36,-6.48,154.64
44,8.8,-83.11
82,5.71,94.72
52,52.92,159.81
51,49.41,155.58
137,-15.04,167.28
32,11.4,57.52
38,10.43,-62.71
102,-4.84,-78.09
64,-6.52,154.94
56,53.38,160.3
11,-10.19,110.84
45,27.78,62.07
32,14.92,99.05
33,-24.01,-175.9
9,41.5,143.84
24,46.41,153.39
7,36.24,-120.27
25,-33.89,179.52
116,-5.39,150.94
33,47.41,152.26
0,-21.85,-138.94
16,40.48,139.09
35,40.83,139.33
135,-16.96,-174.61
600,-9.52,-71.22
22,40.25,139.01
31,40.22,139.04
46,51.42,-174.11
0,49.91,78.97
125,1.55,127.32
6,41.35,139.1
43,24.13,122.39
159,29.74,129.38
18,21.77,103.31
48,24.17,122.39
14,60.22,-141.27
222,20.19,122.41
38,-22.59,171.02
10,-7.41,27.88
10,-60.91,-53.1
37,61.04,-147.37
46,5.54,126.47
9,36.21,-120.36
190,53.91,158.36
10,-20.13,-126.94
175,20.45,122.14
2,40.14,24.75
43,35.48,139.05
108,1.8,127.28
64,-8.69,111.17
94,55.79,161.33
26,18.23,120.8
0,73.38,54.87
56,3.73,126.64
128,33.51,131.51
20,-16.68,-172.05
73,-17.44,-69.96
43,60.97,-147.47
205,36.52,71.1
167,18.12,145.83
515,-23.98,-179.8
16,-16.64,-177.38
44,24.08,122.16
35,24.02,122.26
10,-3.61,151.2
0,73.35,54.38
12,33.95,139.51
5,-26.55,-70.62
0,49.91,78.83
13,-26.16,-70.59
7,-8.12,156.35
8,1.09,121
55,-23.74,-70.23
30,-20.57,-173.84
10,37.59,-17.41
24,-60.75,-25.6
33,-60.46,-24.91
44,-60.69,-25.41
7,1.16,120.89
0,49.89,78.9
10,44.1,-113.81
16,40.35,42.18
57,-9.1,119.09
89,-4,-79.4
4,19.5,-155.44
5,43.75,148.35
34,-7.49,130.59
39,0.48,-79.79
183,-7.47,128.2
19,-40.45,155.57
52,41.8,142.77
10,-6.85,72.04
33,-6.61,71.41
68,14.07,-91.95
18,-15.37,-173.03
34,-6.5,71.4
44,3.74,148.97
33,8.14,137.21
158,-7.63,127.34
103,-33.09,-70.15
63,-3.21,145.43
10,-2.38,145.06
592,-28.14,-63.15
599,-27.97,-62.9
42,-5.51,151.91
11,11.85,-13.51
209,36.42,70.75
386,33.62,136.8
0,45.4,151.31
43,-2.83,118.76
112,-3.88,-78.47
48,36.47,141.24
26,-3.92,-81.41
326,-23.68,-178.3
38,29.28,130.44
164,36.48,71.05
568,49.05,146.63
45,34.57,70.47
4,-9.96,160.5
192,36.47,70.86
164,-6.6,130.15
0,49.86,78.81
88,-17.32,-70.53
656,8.17,123.77
454,29.35,138.92
89,-38.27,177.22
15,40.35,63.36
41,49.16,155.31
0,49.87,78.97
15,17.38,-59.63
185,-18.95,168.89
33,-21.05,168.71
135,-15.88,-174.35
578,50.06,148.77
399,47.44,146.73
398,30.89,138.48
0,49.91,78.91
21,-6.79,71.48
10,-51.88,161.08
0,49.92,79.03
19,-10.83,164.23
171,-4.86,151.55
50,-30.68,-71.2
267,-15.83,-174.8
95,-15.66,-72.45
25,35.31,23.29
10,-58.47,-15.97
20,18.02,-69.3
46,16.82,-98.46
53,-6.1,154.44
537,-5.76,111.29
0,49.85,78.92
93,-56.44,-27.43
41,28.11,129.52
58,-6.55,154.98
26,1.35,126.4
0,50.33,-176.86
260,-0.07,122.52
45,32.39,131.96
49,27.47,128.58
27,-33.28,-179.28
15,-17.9,172.12
5,40.39,-126.8
18,35.78,137.49
20,34.01,141.64
41,16.8,147.17
10,34.02,141.66
107,13.84,145.38
21,-25.88,-175.9
10,-31.6,-110.85
26,15.05,-94.28
80,-15.75,-173.65
180,-24.05,-66.84
0,73.37,54.84
58,1.65,126.32
7,39.16,71.35
0,49.92,78.83
162,5.76,125.61
177,-17.15,-174.07
10,8.16,-38.77
0,55.18,163.57
10,-18.85,67.33
119,-22,170.91
42,0.22,98.05
422,-18.7,-178.04
218,5.13,125.17
10,-30.9,-13.53
647,-17.74,-178.05
33,-7.97,102.27
25,-14.32,171.29
114,-8.16,-76.12
0,49.95,79.03
10,20.33,-115.79
36,44.15,148.2
10,-1.39,-15.02
0,49.88,78.82
0,49.83,78.71
0,56.19,163.31
12,-36.67,177.64
25,10.21,-80.03
179,0.2,123.63
47,24.11,122.48
27,-3.66,141.74
3,-0.95,128.47
2,-7.49,130.18
41,-33.07,-68.58
123,32.55,131.19
10,-46.01,165.16
61,-17.54,-174.44
37,-20.54,-174
0,49.87,78.84
113,-10.25,161.11
56,27.49,128.48
44,-33.14,-71.84
33,-32.95,-71.6
33,-33.24,-71.78
77,-33.76,-71.19
36,55.2,161.95
12,66.22,-149.98
10,43.5,-127.62
20,16.98,-62.46
40,-32.68,-71.63
14,7.76,123.52
40,-33.15,-71.69
45,-6.61,105.4
48,-34.14,-72.1
138,44.38,146.71
165,40.32,140.38
46,-32.64,-71.67
475,28.27,139.55
14,-4.1,136.28
61,-34,-71.45
97,-35.63,179.01
88,-9.19,114.26
36,1.65,126.5
75,-5.16,130.45
181,15.32,120.63
0,49.88,78.96
10,-39.71,-75.7
613,-9.21,-71.22
0,-37.62,179.46
27,-5.59,151.07
30,-29.04,77.78
54,53.57,160.53
49,54.04,160.93
33,-15.3,-173.47
110,4.92,127.53
10,0.97,-28.44
0,49.85,78.87
17,30.29,132.72
0,49.84,78.69
46,-4.44,152.81
28,-17.23,167.83
45,-29.7,-177.78
0,49.92,78.8
17,-6.24,148.74
33,-60.3,-27
102,36.21,70.9
107,36.19,70.81
34,7.46,123.47
22,16.93,120.19
24,11.15,140.23
29,54.15,168.69
52,37.77,141.77
45,-9.16,-78.88
7,39.49,75.27
629,-21,-178.99
30,-15.35,-173.54
27,39.36,75.44
63,17.98,-97.16
29,18.54,-102.32
42,17.81,-101.69
16,-34.61,-178.57
33,-9.81,159.85
11,-22.08,-174.6
10,62.22,-124.27
104,-6.76,107.04
30,54.73,-159.65
103,-21.55,-176.39
10,40.32,69.82
25,37.65,136.9
254,46.29,146.27
14,-11.12,125.15
107,-31.37,-68.61
595,-7.08,124.28
13,36.74,54.81
20,-9.57,150.97
0,53.21,-166.92
49,-35.21,-179.32
17,7.73,137.02
52,27.94,140.61
10,-1.83,134.84
0,-21.86,-138.92
33,-14.03,166.22
43,-13.98,166.19
441,26.96,140.48
25,3.69,126.65
31,11.71,-85.86
44,-14.06,166.23
52,-13.98,166.51
51,-30.67,-178.03
6,62.19,-124.27
10,-35.1,54.26
25,-5.75,104.18
116,-5.53,150.69
33,-5.61,131.43
144,-21.37,170.31
13,51.54,-173.11
97,-10.16,161.01
527,27.87,139.51
51,36.43,140.98
41,24.02,122.23
